code,presence,cross_industry_name,life_science_name,retail_name,level,name_match,category
7.1.4,CI LS RT,Develop competency management models,Develop competency management models,Develop competency management models,3,ALL_IDENTICAL,UNIVERSAL
7.10,LS,,Manage union relations,,2,,LS_SPECIFIC
7.10.1,LS,,Evaluate union relations internally,,3,,LS_SPECIFIC
7.10.2,LS,,Evaluate union relations externally,,3,,LS_SPECIFIC
7.10.3,LS,,Optimize relations,,3,,LS_SPECIFIC
7.10.4,LS,,Monitor relations,,3,,LS_SPECIFIC
7.2,CI LS RT,"Recruit, source, and select employees","Recruit, source, and select employees","Recruit, source, and select employees",2,ALL_IDENTICAL,UNIVERSAL
7.2.1,CI LS RT,Manage employee requisitions,Manage employee requisitions,Manage employee requisitions,3,ALL_IDENTICAL,UNIVERSAL
7.2.1.1,CI LS RT,Align staffing plan to work force plan and business unit strategies/resource needs,Align staffing plan to work force plan and business unit strategies/resource needs,Align staffing plan to work force plan and business unit strategies/resource needs,4,ALL_IDENTICAL,UNIVERSAL
7.2.1.2,CI LS RT,Develop and maintain job descriptions,Develop and maintain job descriptions,Develop and open job requisitions,4,DIFFERENT,UNIVERSAL
7.2.1.3,CI LS RT,Open job requisitions,Open job requisitions,Develop job descriptions,4,DIFFERENT,UNIVERSAL
7.2.1.4,CI LS RT,Post job requisitions,Post job requisitions,Post requisitions,4,DIFFERENT,UNIVERSAL
7.2.1.5,CI LS RT,Modify job requisitions,Modify job requisitions,Manage internal/external job posting Web sites,4,DIFFERENT,UNIVERSAL
7.2.1.6,CI LS RT,Notify hiring manager,Notify hiring manager,Modify requisitions,4,DIFFERENT,UNIVERSAL
7.2.1.7,CI LS RT,Manage requisition dates,Manage requisition dates,Notify hiring manager,4,DIFFERENT,UNIVERSAL
7.2.1.8,RT,,,Manage requisition dates,4,,RETAIL_SPECIFIC
7.2.2,CI LS RT,Recruit/Source candidates,Recruit/Source candidates,Recruit/Source candidates,3,ALL_IDENTICAL,UNIVERSAL
7.2.2.1,CI LS RT,Determine recruitment methods and channels,Determine recruitment methods and channels,Determine recruitment methods and channels,4,ALL_IDENTICAL,UNIVERSAL
7.2.2.2,CI LS RT,Perform recruiting activities/events,Perform recruiting activities/events,Perform recruiting activities/events,4,ALL_IDENTICAL,UNIVERSAL
7.2.2.3,CI LS RT,Manage recruitment vendors,Manage recruitment vendors,Manage recruitment vendors,4,ALL_IDENTICAL,UNIVERSAL
7.2.2.4,CI LS RT,Manage employee referral programs,Manage employee referral programs,Manage employee referral programs,4,ALL_IDENTICAL,UNIVERSAL
7.2.2.5,CI LS RT,Manage recruitment channels,Manage recruitment channels,Manage recruitment channels,4,ALL_IDENTICAL,UNIVERSAL
7.2.3,CI LS RT,Screen and select candidates,Screen and select candidates,Screen and select candidates,3,ALL_IDENTICAL,UNIVERSAL
7.2.3.1,CI LS RT,Identify and deploy candidate selection tools,Identify and deploy candidate selection tools,Identify and deploy candidate selection tools,4,ALL_IDENTICAL,UNIVERSAL
7.2.3.2,CI LS RT,Interview candidates,Interview candidates,Interview candidates,4,ALL_IDENTICAL,UNIVERSAL
7.2.3.3,CI LS RT,Test candidates,Test candidates,Test candidates,4,ALL_IDENTICAL,UNIVERSAL
7.2.3.4,CI LS RT,Select and reject candidates,Select and reject candidates,Select and reject candidates,4,ALL_IDENTICAL,UNIVERSAL
7.2.4,CI LS RT,Manage new hire/re-hire,Manage new hire/re-hire,Manage new hire/re-hire,3,ALL_IDENTICAL,UNIVERSAL
7.2.4.1,CI LS RT,Draw up and make offer,Draw up and make offer,Draw up and make offer,4,ALL_IDENTICAL,UNIVERSAL
7.2.4.2,CI LS RT,Negotiate offer,Negotiate offer,Negotiate offer,4,ALL_IDENTICAL,UNIVERSAL
7.2.4.3,CI LS RT,Hire candidate,Hire candidate,Hire candidate,4,ALL_IDENTICAL,UNIVERSAL
7.2.5,CI LS RT,Manage applicant information,Manage applicant information,Manage applicant information,3,ALL_IDENTICAL,UNIVERSAL
7.2.5.1,CI LS RT,Obtain candidate background information,Obtain candidate background information,Obtain candidate background information,4,ALL_IDENTICAL,UNIVERSAL
7.2.5.2,CI LS RT,Create applicant record,Create applicant record,Create applicant record,4,ALL_IDENTICAL,UNIVERSAL
7.2.5.3,CI LS RT,Manage/track applicant data,Manage/track applicant data,Manage/track applicant data,4,ALL_IDENTICAL,UNIVERSAL
7.2.5.3.1,CI LS RT,Complete position classification and level of experience,Complete position classification and level of experience,Complete position classification and level of experience,5,ALL_IDENTICAL,UNIVERSAL
7.2.5.4,CI LS RT,Archive and retain records of non-hires,Archive and retain records of non-hires,Archive and retain records of non-hires,4,ALL_IDENTICAL,UNIVERSAL
7.3,CI LS RT,"Manage employee onboarding, training, and development","Manage employee on-boarding, development, and training","Manage employee on-boarding, development, and training",2,DIFFERENT,UNIVERSAL
7.3.1,CI LS RT,Manage employee orientation and deployment,Manage employee orientation and deployment,Manage employee orientation and deployment,3,ALL_IDENTICAL,UNIVERSAL
7.3.1.1,CI LS RT,Create/maintain employee onboarding program,Create/maintain employee on-boarding program,Create/maintain employee on-boarding program,4,DIFFERENT,UNIVERSAL
7.3.1.1.1,CI LS RT,Develop employee induction program,Develop employee induction program,Develop employee induction program,5,ALL_IDENTICAL,UNIVERSAL
7.3.1.1.2,CI LS RT,Maintain/Update employee induction program,Maintain/Update employee induction program,Maintain/Update employee induction program,5,ALL_IDENTICAL,UNIVERSAL
7.3.1.2,CI LS RT,Evaluate the effectiveness of the employee onboarding program,Evaluate the effectiveness of the employee on-boarding program,Evaluate the effectiveness of the employee on-boarding program,4,DIFFERENT,UNIVERSAL
7.3.1.3,CI LS RT,Execute onboarding program,Execute on-boarding program,Execute on-boarding program,4,DIFFERENT,UNIVERSAL
7.3.2,CI LS RT,Manage employee performance,Manage employee performance,Manage employee performance,3,ALL_IDENTICAL,UNIVERSAL
7.3.2.1,CI LS RT,Define employee performance objectives,Define employee performance objectives,Define employee performance objectives,4,ALL_IDENTICAL,UNIVERSAL
7.3.2.2,CI LS RT,Review employee performance,"Review, appraise, and manage employee performance","Review, appraise, and manage employee performance",4,DIFFERENT,UNIVERSAL
7.3.2.3,CI LS RT,Manage employee performance,Evaluate and review performance program,Evaluate and review performance program,4,DIFFERENT,UNIVERSAL
7.3.2.4,CI,Evaluate and review performance program,,,4,,CI_SPECIFIC
7.3.3,CI LS RT,Manage employee career development,Manage employee development,Manage employee development,3,DIFFERENT,UNIVERSAL
7.3.3.1,CI LS RT,Define employee development guidelines,Define employee development guidelines,Define employee development guidelines,4,ALL_IDENTICAL,UNIVERSAL
7.3.3.2,CI LS RT,Develop employee career plans and career paths,Develop employee career plans and career paths,Develop employee career plans and career paths,4,ALL_IDENTICAL,UNIVERSAL
7.3.3.3,CI LS RT,Manage employee skill and competency development,Manage employee skill and competency development,Manage employee skill and competency development,4,ALL_IDENTICAL,UNIVERSAL
7.3.4,CI LS RT,Develop and train employees,Develop and train employees,Develop and train employees,3,ALL_IDENTICAL,UNIVERSAL
7.3.4.1,CI LS RT,Align employee with organization development needs,Align employee with organization development needs,Align employee with organization development needs,4,ALL_IDENTICAL,UNIVERSAL
7.3.4.2,CI LS RT,Define employee competencies and skills,Define employee competencies,Define employee competencies,4,DIFFERENT,UNIVERSAL
7.3.4.3,CI LS RT,Align learning programs with competencies and skills,Align learning programs with competencies,Align learning programs with competencies,4,DIFFERENT,UNIVERSAL
7.3.4.4,CI LS RT,Establish training needs by analysis of required and available skills,Establish training needs by analysis of required and available skills,Establish training needs by analysis of required and available skills,4,ALL_IDENTICAL,UNIVERSAL
7.3.4.5,CI LS RT,"Develop, conduct, and manage employee and/or management training programs","Develop, conduct, and manage employee and/or management training programs","Develop, conduct, and manage employee and/or management training programs",4,ALL_IDENTICAL,UNIVERSAL
7.3.4.6,CI LS RT,Manage examinations and certifications,Manage examinations and certifications,Manage examinations and certifications,4,ALL_IDENTICAL,UNIVERSAL
7.3.4.6.1,CI LS RT,Liaise with external certification authorities,Liaise with external certification authorities,Liaise with external certification authorities,5,ALL_IDENTICAL,UNIVERSAL
7.3.4.6.2,CI LS RT,Administer certification tests,Administer certification tests,Administer certification tests,5,ALL_IDENTICAL,UNIVERSAL
7.3.4.6.3,CI LS RT,Appraise experience qualifications,Appraise experience qualifications,Appraise experience qualifications,5,ALL_IDENTICAL,UNIVERSAL
7.3.4.6.4,CI LS RT,Administer certificate issue and maintenance,Administer certificate issue and maintenance,Administer certificate issue and maintenance,5,ALL_IDENTICAL,UNIVERSAL
7.3.4.7,CI,Monitor and evaluate learning programs,,,4,,CI_SPECIFIC
7.4,CI LS RT,Manage employee relations,Manage employee relations,Manage employee relations,2,ALL_IDENTICAL,UNIVERSAL
7.4.1,CI LS RT,Manage labor relations,Manage labor relations,Manage labor relations,3,ALL_IDENTICAL,UNIVERSAL
7.4.2,CI LS RT,Manage collective bargaining process,Manage collective bargaining process,Manage collective bargaining process,3,ALL_IDENTICAL,UNIVERSAL
7.4.3,CI LS RT,Manage labor management partnerships,Manage labor management partnerships,Manage labor management partnerships,3,ALL_IDENTICAL,UNIVERSAL
7.4.4,CI LS RT,Manage employee grievances,Manage employee grievances,Manage employee grievances,3,ALL_IDENTICAL,UNIVERSAL
7.4.5,CI,Monitor legal and regulatory environment,,,3,,CI_SPECIFIC
7.5,CI LS RT,Reward and retain employees,Reward and retain employees,Reward and retain employees,2,ALL_IDENTICAL,UNIVERSAL
7.5.1,CI LS RT,"Develop and manage reward, recognition, and motivation programs","Develop and manage reward, recognition, and motivation programs","Develop and manage reward, recognition, and motivation programs",3,ALL_IDENTICAL,UNIVERSAL
7.5.1.1,CI LS RT,Develop salary/compensation structure and plan,Develop salary/compensation structure and plan,Develop salary/compensation structure and plan,4,ALL_IDENTICAL,UNIVERSAL
7.5.1.2,CI LS RT,Develop benefits and rewards plan,Develop benefits and rewards plan,Develop benefits and rewards plan,4,ALL_IDENTICAL,UNIVERSAL
7.5.1.3,CI LS RT,Perform competitive analysis of benefits and rewards,Perform competitive analysis of benefits and rewards,Perform competitive analysis of benefits and rewards,4,ALL_IDENTICAL,UNIVERSAL
7.5.1.4,CI LS RT,"Identify compensation requirements based on financial, benefits, and HR policies","Identify compensation requirements based on financial, benefits, and HR policies","Identify compensation requirements based on financial, benefits, and HR policies",4,ALL_IDENTICAL,UNIVERSAL
7.5.1.5,CI LS RT,Administer compensation and rewards to employees,Administer compensation and rewards to employees,Administer compensation and rewards to employees,4,ALL_IDENTICAL,UNIVERSAL
7.5.1.6,CI LS RT,Reward and motivate employees,Reward and motivate employees,Reward and motivate employees,4,ALL_IDENTICAL,UNIVERSAL
7.5.1.7,CI,Review retention and motivation indicators,,,4,,CI_SPECIFIC
7.5.1.8,CI,Review compensation plan,,,4,,CI_SPECIFIC
7.5.2,CI LS RT,Manage and administer benefits,Manage and administer benefits,Manage and administer benefits,3,ALL_IDENTICAL,UNIVERSAL
7.5.2.1,CI LS RT,Deliver employee benefits program,Deliver employee benefits program,Deliver employee benefits program,4,ALL_IDENTICAL,UNIVERSAL
7.5.2.2,CI LS RT,Administer benefit enrollment,Administer benefit enrollment,Administer benefit enrollment,4,ALL_IDENTICAL,UNIVERSAL
7.5.2.3,CI LS RT,Process claims,Process claims,Process claims,4,ALL_IDENTICAL,UNIVERSAL
7.5.2.4,CI LS RT,Perform benefit reconciliation,Perform benefit reconciliation,Perform benefit reconciliation,4,ALL_IDENTICAL,UNIVERSAL
7.5.3,CI LS RT,Manage employee assistance and retention,Manage employee assistance and retention,Manage employee assistance and retention,3,ALL_IDENTICAL,UNIVERSAL
7.5.3.1,CI LS RT,Deliver programs to support work/life balance for employees,Deliver programs to support work/life balance for employees,Deliver programs to support work/life balance for employees,4,ALL_IDENTICAL,UNIVERSAL
7.5.3.1.1,CI,Manage flexible working,,,5,,CI_SPECIFIC
7.5.3.2,CI LS RT,Develop family support systems,Develop family support systems,Develop family support systems,4,ALL_IDENTICAL,UNIVERSAL
7.5.3.3,LS RT,,Review retention and motivation indicators,Review retention and motivation indicators,4,LS_RT_MATCH,LS_RETAIL_ONLY
7.5.3.4,LS RT,,Review compensation plan,Review compensation plan,4,LS_RT_MATCH,LS_RETAIL_ONLY
7.5.4,CI LS RT,Administer payroll,Administer payroll,Administer payroll,3,ALL_IDENTICAL,UNIVERSAL
7.6,CI LS RT,Redeploy and retire employees,Redeploy and retire employees,Redeploy and retire employees,2,ALL_IDENTICAL,UNIVERSAL
7.6.1,CI LS RT,Manage promotion and demotion process,Manage promotion and demotion process,Manage promotion and demotion process,3,ALL_IDENTICAL,UNIVERSAL
7.6.2,CI LS RT,Manage separation,Manage separation,Manage separation,3,ALL_IDENTICAL,UNIVERSAL
7.6.3,CI LS RT,Manage retirement,Manage retirement,Manage retirement,3,ALL_IDENTICAL,UNIVERSAL
7.6.4,CI LS RT,Manage leave of absence,Manage leave of absence,Manage leave of absence,3,ALL_IDENTICAL,UNIVERSAL
7.6.5,CI LS RT,Develop and implement employee outplacement,Develop and implement employee outplacement,Develop and implement employee outplacement,3,ALL_IDENTICAL,UNIVERSAL
7.6.6,CI LS RT,Manage workforce scheduling,Manage workforce scheduling,Manage workforce scheduling,3,ALL_IDENTICAL,UNIVERSAL
7.6.6.1,CI LS RT,Receive required resources/skills and capabilities,Receive required resources/skills and capabilities,Receive required resources/skills and capabilities,4,ALL_IDENTICAL,UNIVERSAL
7.6.6.2,CI LS RT,Manage resource deployment,Manage resource deployment,Manage resource deployment,4,ALL_IDENTICAL,UNIVERSAL
7.6.7,CI LS RT,Relocate employees and manage assignments,Relocate employees and manage assignments,Relocate employees and manage assignments,3,ALL_IDENTICAL,UNIVERSAL
7.6.7.1,CI LS RT,Manage expatriates,Manage expatriates,Manage expatriates,4,ALL_IDENTICAL,UNIVERSAL
7.7,CI LS RT,Manage employee information and analytics,Manage employee information and analytics,Manage employee information and analytics,2,ALL_IDENTICAL,UNIVERSAL
7.7.1,CI LS RT,Manage reporting processes,Manage reporting processes,Manage reporting processes,3,ALL_IDENTICAL,UNIVERSAL
7.7.2,CI LS RT,Manage employee inquiry process,Manage employee inquiry process,Manage employee inquiry process,3,ALL_IDENTICAL,UNIVERSAL
7.7.3,CI LS RT,Manage and maintain employee data,Manage and maintain employee data,Manage and maintain employee data,3,ALL_IDENTICAL,UNIVERSAL
7.7.4,CI LS RT,Manage human resource information systems HRIS,Manage human resource information systems HRIS,Manage human resource information systems HRIS,3,ALL_IDENTICAL,UNIVERSAL
7.7.5,CI LS RT,Develop and manage employee measures,Develop and manage employee metrics,Develop and manage employee metrics,3,DIFFERENT,UNIVERSAL
7.7.6,CI LS RT,Develop and manage time and attendance systems,Develop and manage time and attendance systems,Develop and manage time and attendance systems,3,ALL_IDENTICAL,UNIVERSAL
7.7.7,CI LS RT,Develop workforce analytics,Manage/Collect employee suggestions and perform employee research,Manage/Collect employee suggestions and perform employee research,3,DIFFERENT,UNIVERSAL
7.7.7.1,CI,Determine stakeholder requirements,,,4,,CI_SPECIFIC
7.7.7.2,CI,Identify research questions,,,4,,CI_SPECIFIC
7.7.7.3,CI,Select workforce analysis methodology,,,4,,CI_SPECIFIC
7.7.7.4,CI,Identify workforce data sources,,,4,,CI_SPECIFIC
7.7.7.5,CI,Gather workforce data,,,4,,CI_SPECIFIC
7.7.8,CI,Implement workforce analytics,,,3,,CI_SPECIFIC
7.7.8.1,CI,Transform workforce analysis data,,,4,,CI_SPECIFIC
7.7.8.2,CI,Develop insights into workforce analytics outcomes,,,4,,CI_SPECIFIC
7.7.8.3,CI,Communicate workforce analysis outcomes,,,4,,CI_SPECIFIC
7.7.9,CI,Manage/Collect employee suggestions and perform employee research,,,3,,CI_SPECIFIC
7.8,CI LS RT,Manage employee communication,Manage employee communication,Manage employee communication,2,ALL_IDENTICAL,UNIVERSAL
7.8.1,CI LS RT,Develop employee communication plan,Develop employee communication plan,Develop employee communication plan,3,ALL_IDENTICAL,UNIVERSAL
7.8.2,CI LS RT,Conduct employee engagement surveys,Conduct employee engagement surveys,Conduct employee engagement surveys,3,ALL_IDENTICAL,UNIVERSAL
7.8.3,CI,Deliver employee communications,,,3,,CI_SPECIFIC
7.9,LS RT,,Deliver employee communications,Deliver employee communications,2,LS_RT_MATCH,LS_RETAIL_ONLY
8.0,CI LS RT,Manage Information Technology (IT),Manage Information Technology (IT),Manage Information Technology (IT),1,ALL_IDENTICAL,UNIVERSAL
